Bias,Irradiance,Current (mA),Frequency,Re(Z),Im(Z)
0,250,1.81E-05,1.20E+00,1.85E+06,1.45E+05
0,250,1.81E-05,1.12E+00,1.85E+06,1.44E+05
0,250,1.81E-05,1.05E+00,1.85E+06,1.44E+05
0,250,1.81E-05,9.82E-01,1.85E+06,1.41E+05
0,250,1.80E-05,9.19E-01,1.84E+06,1.36E+05
0,250,1.80E-05,8.61E-01,1.84E+06,1.39E+05
0,250,1.79E-05,8.06E-01,1.83E+06,1.42E+05
0,250,1.79E-05,7.54E-01,1.83E+06,1.41E+05
0,250,1.78E-05,7.06E-01,1.83E+06,1.37E+05
0,250,1.78E-05,6.61E-01,1.82E+06,1.36E+05
0,250,1.78E-05,6.19E-01,1.82E+06,1.40E+05
0,250,1.78E-05,5.80E-01,1.81E+06,1.35E+05
0,250,1.77E-05,5.43E-01,1.79E+06,1.29E+05
0,250,1.76E-05,5.08E-01,1.78E+06,1.36E+05
0,250,1.76E-05,4.76E-01,1.78E+06,1.32E+05
0,250,1.76E-05,4.45E-01,1.78E+06,1.28E+05
0,250,1.75E-05,4.17E-01,1.77E+06,1.32E+05
0,250,1.75E-05,3.91E-01,1.76E+06,1.27E+05
0,250,1.73E-05,3.65E-01,1.74E+06,1.24E+05
0,250,1.73E-05,3.42E-01,1.73E+06,1.28E+05
0,250,1.71E-05,3.21E-01,1.71E+06,1.17E+05
0,250,1.71E-05,3.00E-01,1.69E+06,1.18E+05
0,382,-3.53E-05,1.00E+06,3.95E+04,2.55E+04
0,382,-3.48E-05,9.36E+05,4.27E+04,2.53E+04
0,382,-3.38E-05,8.77E+05,4.15E+04,2.75E+04
0,382,-3.28E-05,8.21E+05,4.27E+04,3.15E+04
0,382,-3.24E-05,7.68E+05,4.16E+04,3.01E+04
0,382,-3.18E-05,7.19E+05,4.16E+04,3.12E+04
0,382,-3.08E-05,6.74E+05,4.28E+04,3.05E+04
0,382,-3.00E-05,6.31E+05,4.07E+04,3.17E+04
0,382,-2.95E-05,5.90E+05,4.23E+04,3.30E+04
0,382,-2.89E-05,5.53E+05,4.41E+04,3.25E+04
0,382,-2.83E-05,5.17E+05,4.49E+04,3.40E+04
0,382,-2.80E-05,4.85E+05,4.54E+04,3.71E+04
0,382,-2.73E-05,4.54E+05,4.52E+04,3.59E+04
0,382,-2.66E-05,4.25E+05,4.49E+04,3.81E+04
0,382,-2.64E-05,3.98E+05,4.81E+04,3.99E+04
0,382,-2.62E-05,3.72E+05,4.98E+04,4.01E+04
0,382,-2.55E-05,3.49E+05,5.10E+04,4.01E+04
0,382,-2.52E-05,3.26E+05,5.10E+04,4.22E+04
0,382,-2.48E-05,3.06E+05,5.19E+04,4.42E+04
0,382,-2.44E-05,2.86E+05,5.49E+04,4.45E+04
0,382,-2.41E-05,2.68E+05,5.49E+04,4.68E+04
0,382,-2.37E-05,2.51E+05,5.60E+04,4.78E+04
0,382,-2.31E-05,2.35E+05,5.87E+04,4.93E+04
0,382,-2.28E-05,2.20E+05,5.93E+04,5.29E+04
0,382,-2.24E-05,2.06E+05,6.13E+04,5.34E+04
0,382,-2.24E-05,1.93E+05,6.21E+04,5.56E+04
0,382,-2.20E-05,1.80E+05,6.41E+04,5.64E+04
0,382,-2.14E-05,1.69E+05,6.30E+04,5.70E+04
0,382,-2.10E-05,1.58E+05,6.68E+04,6.01E+04
0,382,-2.10E-05,1.48E+05,6.93E+04,6.14E+04
0,382,-2.06E-05,1.39E+05,7.06E+04,6.43E+04
0,382,-2.03E-05,1.30E+05,7.27E+04,6.61E+04
0,382,-2.01E-05,1.21E+05,7.52E+04,6.78E+04
0,382,-2.02E-05,1.14E+05,7.92E+04,7.14E+04
0,382,-1.96E-05,1.06E+05,7.90E+04,7.16E+04
0,382,-1.96E-05,9.97E+04,8.25E+04,7.40E+04
0,382,-1.91E-05,9.33E+04,8.55E+04,7.92E+04
0,382,-1.92E-05,8.74E+04,8.90E+04,7.87E+04
0,382,-1.86E-05,8.18E+04,9.04E+04,8.19E+04
0,382,-1.82E-05,7.66E+04,9.36E+04,8.65E+04
0,382,-1.80E-05,7.17E+04,9.66E+04,8.91E+04
0,382,-1.81E-05,6.71E+04,9.89E+04,9.18E+04
0,382,-1.79E-05,6.29E+04,1.02E+05,9.40E+04
0,382,-1.76E-05,5.89E+04,1.05E+05,9.91E+04
0,382,-1.75E-05,5.51E+04,1.09E+05,1.00E+05
0,382,-1.74E-05,5.16E+04,1.13E+05,1.03E+05
0,382,-1.71E-05,4.83E+04,1.17E+05,1.08E+05
0,382,-1.70E-05,4.52E+04,1.22E+05,1.10E+05
0,382,-1.69E-05,4.23E+04,1.27E+05,1.13E+05
0,382,-1.67E-05,3.96E+04,1.30E+05,1.17E+05
0,382,-1.65E-05,3.71E+04,1.36E+05,1.20E+05
0,382,-1.61E-05,3.47E+04,1.40E+05,1.22E+05
0,382,-1.59E-05,3.25E+04,1.45E+05,1.27E+05
0,382,-1.61E-05,3.05E+04,1.51E+05,1.29E+05
0,382,-1.57E-05,2.85E+04,1.56E+05,1.33E+05
0,382,-1.56E-05,2.67E+04,1.60E+05,1.36E+05
0,382,-1.54E-05,2.50E+04,1.67E+05,1.39E+05
0,382,-1.53E-05,2.34E+04,1.72E+05,1.44E+05
0,382,-1.52E-05,2.19E+04,1.79E+05,1.46E+05
0,382,-1.51E-05,2.05E+04,1.85E+05,1.49E+05
0,382,-1.53E-05,1.92E+04,1.90E+05,1.52E+05
0,382,-1.49E-05,1.80E+04,1.98E+05,1.56E+05
0,382,-1.49E-05,1.68E+04,2.06E+05,1.60E+05
0,382,-1.45E-05,1.58E+04,2.13E+05,1.61E+05
0,382,-1.48E-05,1.48E+04,2.21E+05,1.65E+05
0,382,-1.44E-05,1.38E+04,2.27E+05,1.67E+05
0,382,-1.42E-05,1.29E+04,2.32E+05,1.71E+05
0,382,-1.41E-05,1.21E+04,2.40E+05,1.74E+05
0,382,-1.43E-05,1.13E+04,2.49E+05,1.76E+05
0,382,-1.43E-05,1.06E+04,2.57E+05,1.79E+05
0,382,-1.40E-05,9.94E+03,2.64E+05,1.82E+05
0,382,-1.39E-05,9.31E+03,2.74E+05,1.82E+05
0,382,-1.38E-05,8.71E+03,2.81E+05,1.85E+05
0,382,-1.35E-05,8.15E+03,2.92E+05,1.88E+05
0,382,-1.35E-05,7.63E+03,3.01E+05,1.91E+05
0,382,-1.33E-05,7.15E+03,3.09E+05,1.91E+05
0,382,-1.30E-05,6.69E+03,3.17E+05,1.92E+05
0,382,-1.29E-05,6.27E+03,3.27E+05,1.94E+05
0,382,-1.27E-05,5.87E+03,3.38E+05,1.95E+05
0,382,-1.28E-05,5.50E+03,3.45E+05,1.98E+05
0,382,-1.27E-05,5.14E+03,3.71E+05,2.12E+05
0,382,-1.23E-05,4.82E+03,3.82E+05,2.13E+05
0,382,-1.20E-05,4.51E+03,3.92E+05,2.13E+05
0,382,-1.19E-05,4.22E+03,4.02E+05,2.12E+05
0,382,-9.64E-06,3.95E+03,4.13E+05,2.12E+05
0,382,-9.56E-06,3.70E+03,4.23E+05,2.12E+05
0,382,-9.41E-06,3.46E+03,4.34E+05,2.11E+05
0,382,-9.28E-06,3.24E+03,4.42E+05,2.11E+05
0,382,-9.16E-06,3.04E+03,4.56E+05,2.09E+05
0,382,-8.97E-06,2.84E+03,4.63E+05,2.10E+05
0,382,-8.88E-06,2.66E+03,4.72E+05,2.07E+05
0,382,-8.76E-06,2.49E+03,4.81E+05,2.07E+05
0,382,-8.72E-06,2.33E+03,4.95E+05,2.05E+05
0,382,-8.67E-06,2.18E+03,5.03E+05,2.02E+05
0,382,-8.45E-06,2.05E+03,5.12E+05,2.00E+05
0,382,-8.36E-06,1.91E+03,5.21E+05,1.96E+05
0,382,-8.27E-06,1.79E+03,5.31E+05,1.95E+05
0,382,-8.12E-06,1.68E+03,5.39E+05,1.92E+05
0,382,-8.04E-06,1.57E+03,5.48E+05,1.89E+05
0,382,-7.92E-06,1.47E+03,5.58E+05,1.86E+05
0,382,-7.84E-06,1.38E+03,5.64E+05,1.84E+05
0,382,-7.77E-06,1.29E+03,5.70E+05,1.82E+05
0,382,-7.63E-06,1.21E+03,5.79E+05,1.77E+05
0,382,-7.48E-06,1.13E+03,5.89E+05,1.75E+05
0,382,-7.41E-06,1.06E+03,5.96E+05,1.72E+05
0,382,-7.24E-06,9.91E+02,6.04E+05,1.68E+05
0,382,-7.15E-06,9.28E+02,6.10E+05,1.65E+05
0,382,-7.10E-06,8.69E+02,6.18E+05,1.61E+05
0,382,-6.95E-06,8.13E+02,6.23E+05,1.58E+05
0,382,-6.79E-06,7.61E+02,6.30E+05,1.55E+05
0,382,-6.71E-06,7.13E+02,6.36E+05,1.51E+05
0,382,-6.74E-06,6.67E+02,6.41E+05,1.48E+05
0,382,-6.61E-06,6.25E+02,6.46E+05,1.46E+05
0,382,-6.49E-06,5.85E+02,6.51E+05,1.44E+05
0,382,-6.41E-06,5.48E+02,6.58E+05,1.40E+05
0,382,-6.28E-06,5.13E+02,6.63E+05,1.39E+05
0,382,-6.25E-06,4.80E+02,6.67E+05,1.35E+05
0,382,-6.18E-06,4.50E+02,6.72E+05,1.32E+05
0,382,-5.89E-06,4.21E+02,6.76E+05,1.30E+05
0,382,-5.69E-06,3.94E+02,6.82E+05,1.29E+05
0,382,-5.65E-06,3.69E+02,6.87E+05,1.25E+05
0,382,-5.77E-06,3.45E+02,6.93E+05,1.25E+05
0,382,-5.70E-06,3.23E+02,6.94E+05,1.22E+05
0,382,-5.55E-06,3.03E+02,6.99E+05,1.20E+05
0,382,-5.52E-06,2.83E+02,7.02E+05,1.18E+05
0,382,-5.42E-06,2.65E+02,7.08E+05,1.16E+05
0,382,-5.32E-06,2.48E+02,7.12E+05,1.15E+05
0,382,-5.23E-06,2.33E+02,7.16E+05,1.12E+05
0,382,-5.16E-06,2.18E+02,7.20E+05,1.10E+05
0,382,-5.07E-06,2.04E+02,7.23E+05,1.11E+05
0,382,-5.05E-06,1.91E+02,7.29E+05,1.11E+05
0,382,-4.95E-06,1.79E+02,7.31E+05,1.08E+05
0,382,-4.88E-06,1.67E+02,7.33E+05,1.06E+05
0,382,-4.81E-06,1.57E+02,7.37E+05,1.05E+05
0,382,-4.65E-06,1.47E+02,7.43E+05,1.05E+05
0,382,-4.64E-06,1.37E+02,7.46E+05,1.04E+05
0,382,-4.63E-06,1.29E+02,7.49E+05,1.02E+05
0,382,-4.54E-06,1.20E+02,7.54E+05,1.04E+05
0,382,-4.50E-06,1.13E+02,7.57E+05,1.01E+05
0,382,-4.43E-06,1.06E+02,7.60E+05,9.97E+04
0,382,-4.34E-06,9.88E+01,7.65E+05,1.00E+05
0,382,-4.33E-06,9.25E+01,7.68E+05,9.95E+04
0,382,-4.18E-06,8.66E+01,7.72E+05,9.83E+04
0,382,-4.08E-06,8.11E+01,7.75E+05,9.96E+04
0,382,-3.99E-06,7.59E+01,7.81E+05,9.79E+04
0,382,-3.88E-06,7.11E+01,7.84E+05,9.64E+04
0,382,-3.82E-06,6.66E+01,7.87E+05,9.88E+04
0,382,-3.77E-06,6.23E+01,7.93E+05,9.66E+04
0,382,-3.71E-06,5.83E+01,8.01E+05,9.80E+04
0,382,-3.59E-06,5.46E+01,7.99E+05,9.59E+04
0,382,-3.47E-06,5.11E+01,8.06E+05,1.00E+05
0,382,-3.37E-06,4.79E+01,8.26E+05,1.03E+05
0,382,-3.27E-06,4.48E+01,8.09E+05,9.71E+04
0,382,-3.23E-06,4.19E+01,8.22E+05,8.87E+04
0,382,-3.17E-06,3.93E+01,8.17E+05,9.07E+04
0,382,-3.04E-06,3.68E+01,8.24E+05,9.02E+04
0,382,-2.99E-06,3.44E+01,8.27E+05,9.17E+04
0,382,-2.93E-06,3.22E+01,8.29E+05,9.45E+04
0,382,-2.69E-06,3.02E+01,8.32E+05,9.00E+04
0,382,-2.63E-06,2.83E+01,8.36E+05,8.70E+04
0,382,-2.56E-06,2.65E+01,8.42E+05,8.96E+04
0,382,-2.46E-06,2.48E+01,8.45E+05,8.76E+04
0,382,-2.34E-06,2.32E+01,8.48E+05,8.69E+04
0,382,-2.37E-06,2.17E+01,8.50E+05,8.52E+04
0,382,-2.25E-06,2.03E+01,8.54E+05,8.38E+04
0,382,-2.22E-06,1.90E+01,8.60E+05,8.40E+04
0,382,-2.03E-06,1.78E+01,8.61E+05,8.15E+04
0,382,-1.97E-06,1.67E+01,8.63E+05,8.21E+04
0,382,-1.92E-06,1.56E+01,8.67E+05,7.92E+04
0,382,-1.85E-06,1.46E+01,8.72E+05,7.87E+04
0,382,-1.78E-06,1.37E+01,8.75E+05,7.90E+04
0,382,-1.66E-06,1.28E+01,8.78E+05,7.76E+04
0,382,-1.64E-06,1.20E+01,8.83E+05,7.52E+04
0,382,-1.46E-06,1.12E+01,8.83E+05,7.62E+04
0,382,-1.42E-06,1.05E+01,8.88E+05,7.54E+04
0,382,-1.27E-06,9.85E+00,8.90E+05,7.22E+04
0,382,-1.24E-06,9.22E+00,8.92E+05,7.27E+04
0,382,-1.32E-06,8.63E+00,8.96E+05,7.21E+04
0,382,-1.21E-06,8.08E+00,8.98E+05,6.97E+04
0,382,-1.12E-06,7.57E+00,9.02E+05,6.86E+04
0,382,-1.10E-06,7.08E+00,9.04E+05,6.77E+04
0,382,-1.03E-06,6.63E+00,9.07E+05,6.87E+04
0,382,-1.00E-06,6.21E+00,9.08E+05,6.70E+04
0,382,-9.50E-07,5.81E+00,9.12E+05,6.50E+04
0,382,-9.10E-07,5.44E+00,9.13E+05,6.43E+04
0,382,-9.13E-07,5.10E+00,9.14E+05,6.29E+04
0,382,-8.83E-07,4.77E+00,9.18E+05,6.39E+04
0,382,-7.98E-07,4.47E+00,9.20E+05,6.26E+04
0,382,-7.24E-07,4.18E+00,9.22E+05,6.14E+04
0,382,-6.60E-07,3.92E+00,9.25E+05,6.09E+04
0,382,-5.97E-07,3.67E+00,9.27E+05,6.01E+04
0,382,-4.76E-07,3.43E+00,9.29E+05,5.87E+04
0,382,-3.97E-07,3.22E+00,9.30E+05,5.84E+04
0,382,-3.35E-07,3.01E+00,9.32E+05,5.78E+04
0,382,-2.21E-07,2.82E+00,9.33E+05,5.71E+04
0,382,-8.24E-08,2.64E+00,9.35E+05,5.63E+04
0,382,-7.28E-10,2.47E+00,9.38E+05,5.58E+04
0,382,7.18E-08,2.31E+00,9.39E+05,5.58E+04
0,382,1.67E-07,2.17E+00,9.40E+05,5.55E+04
0,382,2.92E-07,2.03E+00,9.43E+05,5.41E+04
0,382,4.19E-07,1.90E+00,9.45E+05,5.33E+04
0,382,4.81E-07,1.78E+00,9.45E+05,5.43E+04
0,382,6.01E-07,1.66E+00,9.48E+05,5.30E+04
0,382,7.21E-07,1.56E+00,9.50E+05,5.26E+04
0,382,8.53E-07,1.46E+00,9.50E+05,5.24E+04
0,382,1.01E-06,1.36E+00,9.52E+05,5.17E+04
0,382,1.10E-06,1.28E+00,9.53E+05,5.21E+04
0,382,1.24E-06,1.20E+00,9.55E+05,5.12E+04
0,382,1.36E-06,1.12E+00,9.57E+05,5.07E+04
0,382,1.57E-06,1.05E+00,9.57E+05,5.12E+04
0,382,1.80E-06,9.82E-01,9.59E+05,5.13E+04
0,382,1.92E-06,9.19E-01,9.59E+05,5.07E+04
0,382,2.10E-06,8.61E-01,9.60E+05,5.13E+04
0,382,2.32E-06,8.06E-01,9.61E+05,5.08E+04
0,382,2.42E-06,7.54E-01,9.63E+05,5.07E+04
0,382,2.54E-06,7.06E-01,9.63E+05,5.03E+04
0,382,2.62E-06,6.61E-01,9.64E+05,5.12E+04
0,382,2.67E-06,6.19E-01,9.65E+05,5.05E+04
0,382,2.77E-06,5.80E-01,9.67E+05,5.07E+04
0,382,2.96E-06,5.43E-01,9.67E+05,5.05E+04
0,382,3.11E-06,5.08E-01,9.69E+05,5.17E+04
0,382,3.26E-06,4.76E-01,9.70E+05,5.08E+04
0,382,3.38E-06,4.45E-01,9.72E+05,5.14E+04
0,382,3.51E-06,4.17E-01,9.73E+05,5.23E+04
0,382,3.54E-06,3.91E-01,9.75E+05,5.18E+04
0,382,3.57E-06,3.65E-01,9.76E+05,5.24E+04
0,382,3.63E-06,3.42E-01,9.79E+05,5.32E+04
0,382,3.71E-06,3.21E-01,9.80E+05,5.27E+04
0,382,3.68E-06,3.00E-01,9.82E+05,5.44E+04
0,490,-9.34E-05,1.00E+06,3.21E+04,2.45E+04
0,490,-9.18E-05,9.36E+05,3.25E+04,2.52E+04
0,490,-9.01E-05,8.77E+05,3.55E+04,2.49E+04
0,490,-8.79E-05,8.21E+05,3.53E+04,2.54E+04
0,490,-8.63E-05,7.68E+05,3.47E+04,2.69E+04
0,490,-8.48E-05,7.19E+05,3.53E+04,2.68E+04
0,490,-8.31E-05,6.74E+05,3.82E+04,2.88E+04
0,490,-8.14E-05,6.31E+05,3.91E+04,3.03E+04
0,490,-8.01E-05,5.90E+05,4.05E+04,2.98E+04
0,490,-7.88E-05,5.53E+05,4.02E+04,2.99E+04
0,490,-7.76E-05,5.17E+05,4.18E+04,3.13E+04
0,490,-7.63E-05,4.85E+05,4.18E+04,3.17E+04
0,490,-7.53E-05,4.54E+05,4.37E+04,3.33E+04
0,490,-7.39E-05,4.25E+05,4.25E+04,3.47E+04
0,490,-7.30E-05,3.98E+05,4.41E+04,3.47E+04
0,490,-7.19E-05,3.72E+05,4.62E+04,3.60E+04
0,490,-7.11E-05,3.49E+05,4.63E+04,3.62E+04
0,490,-6.99E-05,3.26E+05,4.72E+04,3.89E+04
0,490,-6.91E-05,3.06E+05,4.84E+04,3.91E+04
0,490,-6.80E-05,2.86E+05,4.96E+04,4.04E+04
0,490,-6.73E-05,2.68E+05,5.09E+04,4.17E+04
0,490,-6.66E-05,2.51E+05,5.29E+04,4.48E+04
0,490,-6.57E-05,2.35E+05,5.48E+04,4.54E+04
0,490,-6.49E-05,2.20E+05,5.55E+04,4.59E+04
0,490,-6.44E-05,2.06E+05,5.72E+04,4.70E+04
0,490,-6.35E-05,1.93E+05,5.82E+04,5.08E+04
0,490,-6.28E-05,1.80E+05,6.05E+04,5.05E+04
0,490,-6.21E-05,1.69E+05,6.19E+04,5.11E+04
0,490,-6.16E-05,1.58E+05,6.31E+04,5.35E+04
0,490,-6.09E-05,1.48E+05,6.62E+04,5.53E+04
0,490,-6.03E-05,1.39E+05,6.66E+04,5.81E+04
0,490,-5.99E-05,1.30E+05,6.88E+04,5.94E+04
0,490,-5.93E-05,1.21E+05,6.95E+04,6.20E+04
0,490,-5.85E-05,1.14E+05,7.39E+04,6.38E+04
0,490,-5.83E-05,1.06E+05,7.32E+04,6.66E+04
0,490,-5.77E-05,9.97E+04,7.76E+04,6.87E+04
0,490,-5.71E-05,9.33E+04,8.02E+04,6.95E+04
0,490,-5.66E-05,8.74E+04,8.28E+04,7.24E+04
0,490,-5.60E-05,8.18E+04,8.64E+04,7.50E+04
0,490,-5.56E-05,7.66E+04,8.82E+04,7.67E+04
0,490,-5.52E-05,7.17E+04,9.07E+04,7.98E+04
0,490,-5.48E-05,6.71E+04,9.34E+04,8.15E+04
0,490,-5.44E-05,6.29E+04,9.62E+04,8.55E+04
0,490,-5.37E-05,5.89E+04,9.88E+04,8.91E+04
0,490,-5.34E-05,5.51E+04,1.03E+05,8.93E+04
0,490,-5.29E-05,5.16E+04,1.05E+05,9.38E+04
0,490,-5.29E-05,4.83E+04,1.09E+05,9.56E+04
0,490,-5.22E-05,4.52E+04,1.15E+05,9.80E+04
0,490,-5.17E-05,4.23E+04,1.18E+05,1.01E+05
0,490,-5.15E-05,3.96E+04,1.22E+05,1.04E+05
0,490,-5.11E-05,3.71E+04,1.26E+05,1.08E+05
0,490,-5.11E-05,3.47E+04,1.30E+05,1.10E+05
0,490,-5.04E-05,3.25E+04,1.34E+05,1.12E+05
0,490,-5.01E-05,3.05E+04,1.38E+05,1.16E+05
0,490,-4.97E-05,2.85E+04,1.45E+05,1.18E+05
0,490,-4.94E-05,2.67E+04,1.50E+05,1.21E+05
0,490,-4.90E-05,2.50E+04,1.55E+05,1.26E+05
0,490,-4.88E-05,2.34E+04,1.59E+05,1.28E+05
0,490,-4.82E-05,2.19E+04,1.65E+05,1.31E+05
0,490,-4.78E-05,2.05E+04,1.70E+05,1.34E+05
0,490,-4.77E-05,1.92E+04,1.77E+05,1.38E+05
0,490,-4.76E-05,1.80E+04,1.82E+05,1.41E+05
0,490,-4.72E-05,1.68E+04,1.90E+05,1.42E+05
0,490,-4.69E-05,1.58E+04,1.95E+05,1.46E+05
0,490,-4.65E-05,1.48E+04,2.01E+05,1.49E+05
0,490,-4.66E-05,1.38E+04,2.08E+05,1.49E+05
0,490,-4.64E-05,1.29E+04,2.15E+05,1.52E+05
0,490,-4.60E-05,1.21E+04,2.22E+05,1.55E+05
0,490,-4.56E-05,1.13E+04,2.28E+05,1.58E+05
0,490,-4.54E-05,1.06E+04,2.38E+05,1.60E+05
0,490,-4.50E-05,9.94E+03,2.45E+05,1.64E+05
0,490,-4.51E-05,9.31E+03,2.50E+05,1.64E+05
0,490,-4.47E-05,8.71E+03,2.60E+05,1.66E+05
0,490,-4.48E-05,8.15E+03,2.69E+05,1.67E+05
0,490,-4.39E-05,7.63E+03,2.77E+05,1.69E+05
0,490,-4.39E-05,7.15E+03,2.85E+05,1.69E+05
0,490,-4.35E-05,6.69E+03,2.92E+05,1.71E+05
0,490,-4.30E-05,6.27E+03,2.99E+05,1.74E+05
0,490,-4.28E-05,5.87E+03,3.08E+05,1.74E+05
0,490,-4.29E-05,5.50E+03,3.17E+05,1.75E+05
0,490,-4.23E-05,5.14E+03,3.25E+05,1.75E+05
0,490,-4.21E-05,4.82E+03,3.34E+05,1.75E+05
0,490,-4.18E-05,4.51E+03,3.41E+05,1.76E+05
0,490,-4.16E-05,4.22E+03,3.69E+05,1.89E+05
0,490,-4.10E-05,3.95E+03,3.78E+05,1.88E+05
0,490,-4.04E-05,3.70E+03,3.89E+05,1.87E+05
0,490,-4.05E-05,3.46E+03,3.97E+05,1.87E+05
0,490,-4.00E-05,3.24E+03,4.06E+05,1.86E+05
0,490,-4.00E-05,3.04E+03,4.15E+05,1.84E+05
0,490,-3.99E-05,2.84E+03,4.26E+05,1.83E+05
0,490,-3.95E-05,2.66E+03,4.32E+05,1.82E+05
0,490,-3.90E-05,2.49E+03,4.41E+05,1.80E+05
0,490,-3.90E-05,2.33E+03,4.53E+05,1.78E+05
0,490,-3.87E-05,2.18E+03,4.59E+05,1.75E+05
0,490,-3.82E-05,2.05E+03,4.67E+05,1.73E+05
0,490,-3.83E-05,1.91E+03,4.75E+05,1.71E+05
0,490,-3.80E-05,1.79E+03,4.83E+05,1.67E+05
0,490,-3.76E-05,1.68E+03,4.92E+05,1.65E+05
0,490,-3.76E-05,1.57E+03,4.99E+05,1.62E+05
0,490,-3.69E-05,1.47E+03,5.06E+05,1.59E+05
0,490,-3.72E-05,1.38E+03,5.14E+05,1.56E+05
0,490,-3.64E-05,1.29E+03,5.16E+05,1.55E+05
0,490,-3.66E-05,1.21E+03,5.23E+05,1.50E+05
0,490,-3.61E-05,1.13E+03,5.33E+05,1.47E+05
0,490,-3.64E-05,1.06E+03,5.38E+05,1.45E+05
0,490,-3.59E-05,9.91E+02,5.45E+05,1.40E+05
0,490,-3.58E-05,9.28E+02,5.51E+05,1.37E+05
0,490,-3.56E-05,8.69E+02,5.55E+05,1.33E+05
0,490,-3.54E-05,8.13E+02,5.60E+05,1.31E+05
0,490,-3.52E-05,7.61E+02,5.65E+05,1.28E+05
0,490,-3.50E-05,7.13E+02,5.70E+05,1.26E+05
0,490,-3.45E-05,6.67E+02,5.75E+05,1.22E+05
0,490,-3.45E-05,6.25E+02,5.78E+05,1.20E+05
0,490,-3.42E-05,5.85E+02,5.82E+05,1.18E+05
0,490,-3.41E-05,5.48E+02,5.87E+05,1.16E+05
0,490,-3.39E-05,5.13E+02,5.90E+05,1.13E+05
0,490,-3.36E-05,4.80E+02,5.95E+05,1.11E+05
0,490,-3.34E-05,4.50E+02,5.97E+05,1.09E+05
0,490,-3.34E-05,4.21E+02,6.02E+05,1.06E+05
0,490,-3.29E-05,3.94E+02,6.05E+05,1.04E+05
0,490,-3.29E-05,3.69E+02,6.10E+05,1.02E+05
0,490,-3.29E-05,3.45E+02,6.14E+05,1.00E+05
0,490,-3.26E-05,3.23E+02,6.15E+05,9.96E+04
0,490,-3.24E-05,3.03E+02,6.18E+05,9.92E+04
0,490,-3.24E-05,2.83E+02,6.22E+05,9.75E+04
0,490,-3.21E-05,2.65E+02,6.24E+05,9.62E+04
0,490,-3.20E-05,2.48E+02,6.28E+05,9.52E+04
0,490,-3.15E-05,2.33E+02,6.31E+05,9.52E+04
0,490,-3.16E-05,2.18E+02,6.34E+05,9.20E+04
0,490,-3.12E-05,2.04E+02,6.37E+05,9.34E+04
0,490,-3.15E-05,1.91E+02,6.41E+05,9.32E+04
0,490,-2.87E-05,1.79E+02,6.45E+05,9.17E+04
0,490,-2.85E-05,1.67E+02,6.47E+05,9.25E+04
0,490,-2.84E-05,1.57E+02,6.50E+05,9.08E+04
0,490,-2.82E-05,1.47E+02,6.53E+05,9.27E+04
0,490,-2.81E-05,1.37E+02,6.58E+05,8.87E+04
0,490,-2.79E-05,1.29E+02,6.61E+05,8.98E+04
0,490,-2.78E-05,1.20E+02,6.62E+05,9.12E+04
0,490,-2.76E-05,1.13E+02,6.67E+05,8.97E+04
0,490,-2.74E-05,1.06E+02,6.70E+05,9.10E+04
0,490,-2.72E-05,9.88E+01,6.74E+05,8.97E+04
0,490,-2.71E-05,9.25E+01,6.76E+05,9.00E+04
0,490,-2.69E-05,8.66E+01,6.81E+05,8.84E+04
0,490,-2.68E-05,8.11E+01,6.84E+05,9.09E+04
0,490,-2.67E-05,7.59E+01,6.88E+05,9.07E+04
0,490,-2.66E-05,7.11E+01,6.91E+05,9.00E+04
0,490,-2.65E-05,6.66E+01,6.94E+05,8.90E+04
0,490,-2.64E-05,6.23E+01,6.96E+05,9.15E+04
0,490,-2.62E-05,5.83E+01,6.96E+05,9.13E+04
0,490,-2.61E-05,5.46E+01,7.06E+05,9.13E+04
0,490,-2.59E-05,5.11E+01,7.12E+05,7.99E+04
0,490,-2.57E-05,4.79E+01,7.27E+05,8.09E+04
0,490,-2.56E-05,4.48E+01,7.17E+05,9.41E+04
0,490,-2.55E-05,4.19E+01,7.30E+05,8.84E+04
0,490,-2.54E-05,3.93E+01,7.25E+05,8.80E+04
0,490,-2.53E-05,3.68E+01,7.32E+05,9.35E+04
0,490,-2.52E-05,3.44E+01,7.35E+05,9.32E+04
0,490,-2.51E-05,3.22E+01,7.37E+05,8.99E+04
0,490,-2.49E-05,3.02E+01,7.41E+05,8.96E+04
0,490,-2.47E-05,2.83E+01,7.46E+05,9.34E+04
0,490,-2.46E-05,2.65E+01,7.50E+05,9.12E+04
0,490,-2.45E-05,2.48E+01,7.53E+05,8.88E+04
0,490,-2.43E-05,2.32E+01,7.57E+05,9.05E+04
0,490,-2.43E-05,2.17E+01,7.61E+05,8.59E+04
0,490,-2.41E-05,2.03E+01,7.66E+05,8.65E+04
0,490,-2.40E-05,1.90E+01,7.69E+05,8.68E+04
0,490,-2.38E-05,1.78E+01,7.73E+05,8.51E+04
0,490,-2.37E-05,1.67E+01,7.75E+05,8.64E+04
0,490,-2.37E-05,1.56E+01,7.81E+05,8.47E+04
0,490,-2.36E-05,1.46E+01,7.82E+05,8.41E+04
0,490,-2.34E-05,1.37E+01,7.87E+05,8.41E+04
0,490,-2.33E-05,1.28E+01,7.91E+05,8.36E+04
0,490,-2.33E-05,1.20E+01,7.94E+05,7.99E+04
